Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
506,Jaden Springer,SG,19,PHI,2,0,3,0.5,0.5,1,0,0,0,0.5,0.5,1,1,0,0,0,0.5,0.5,1,0,0,1,0.5,0,1
507,Cassius Stanley,SG,22,DET,9,1,17.2,2.1,5.1,0.413,0.4,1.9,0.235,1.7,3.2,0.517,0.457,1.1,1.1,1,0.6,1.6,2.1,0.4,0.6,0.2,0.7,1.9,5.8
508,Nik Stauskas,SG,28,MIA,2,0,12,1.5,4,0.375,1,2,0.5,0.5,2,0.25,0.5,1.5,2,0.75,0.5,1,1.5,0.5,0,0,0,0.5,5.5
509,Lance Stephenson,SG-SF,31,TOT,33,1,18,3.2,7.3,0.446,0.5,2.1,0.25,2.7,5.2,0.523,0.481,1.2,1.6,0.759,0.3,2.6,2.9,3.5,0.5,0.1,1.6,2,8.2
509,Lance Stephenson,SF,31,ATL,6,0,11.7,0.8,2.2,0.385,0,0.5,0,0.8,1.7,0.5,0.385,0.2,0.3,0.5,0.2,2.3,2.5,1.8,0,0,0.7,1.3,1.8
509,Lance Stephenson,SG,31,IND,27,1,19.4,3.8,8.4,0.449,0.6,2.4,0.262,3.1,6,0.525,0.487,1.5,1.9,0.769,0.4,2.6,3,3.8,0.6,0.1,1.8,2.1,9.7
510,Lamar Stevens,PF,24,CLE,45,8,14,2,4.1,0.473,0.3,1,0.283,1.7,3.1,0.536,0.508,0.6,1,0.651,0.6,1.5,2.1,0.6,0.4,0.2,0.5,1.4,4.8
511,Isaiah Stewart,C,20,DET,56,56,26.1,3.6,7.1,0.516,0.1,0.4,0.16,3.6,6.6,0.541,0.522,1,1.5,0.679,3.3,5.3,8.6,1.1,0.3,1.2,1.3,3,8.4
512,Max Strus,SF,25,MIA,52,10,23.7,3.7,8.5,0.436,2.6,6.5,0.404,1.1,1.9,0.545,0.592,0.7,0.9,0.766,0.4,2.7,3.1,1.3,0.4,0.2,0.8,1.7,10.7
513,Jalen Suggs,PG,20,ORL,43,40,28,4.4,12,0.366,0.9,4.1,0.226,3.4,7.8,0.439,0.405,2.8,3.7,0.767,0.6,3.1,3.7,4.5,1.3,0.4,3.1,3.1,12.5
514,Craig Sword,SG,28,WAS,3,0,6.3,1,1.3,0.75,0,0.3,0,1,1,1,0.75,0,0,0,0,0,0,0.3,1.3,0,0.3,2.3,2
515,Keifer Sykes,PG,28,IND,23,10,17.9,2.1,6.1,0.348,0.9,3,0.294,1.3,3.2,0.397,0.418,0.5,0.6,0.857,0.3,1.4,1.7,2,0.3,0.2,1.1,1.6,5.7
516,Jae'Sean Tate,SF,26,HOU,62,61,27,4.9,9.6,0.507,0.8,2.7,0.303,4.1,7,0.585,0.549,1.9,2.6,0.712,1.7,3.9,5.6,3.1,1,0.5,1.9,3.7,12.4
517,Jayson Tatum,SF,23,BOS,62,62,36.2,9.1,20.9,0.438,2.9,8.5,0.334,6.3,12.4,0.509,0.506,5.4,6.3,0.849,1.2,7,8.2,4.2,0.9,0.7,2.9,2.4,26.5
518,Terry Taylor,SG,22,IND,19,2,17.5,3.5,5.8,0.609,0.2,0.6,0.364,3.3,5.2,0.636,0.627,0.7,1.2,0.636,2.7,2.8,5.6,1.4,0.2,0.2,0.4,1.7,8
519,Garrett Temple,SG,35,NOP,56,16,18.9,1.9,5,0.383,1,3.1,0.32,0.9,1.9,0.486,0.482,0.5,0.7,0.683,0.5,2,2.5,1.3,0.8,0.4,0.7,1.4,5.4
520,Emanuel Terry,PF,25,PHO,3,0,6,0,1.7,0,0,0,0,0,1.7,0,0,0,0,0,2.7,2.3,5,0.7,0.3,0,1.7,1.3,0
521,Tyrell Terry,PG,21,MEM,2,0,1.5,0.5,0.5,1,0,0,0,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0.5,1
522,Jon Teske,C,24,MEM,3,0,2.7,0,0.3,0,0,0,0,0,0.3,0,0,0,0.7,0,0,0.7,0.7,0.3,0.3,0,0,0.3,0
523,Daniel Theis,C,29,TOT,32,21,20.8,2.9,6.1,0.485,0.8,2.7,0.294,2.2,3.4,0.633,0.549,1,1.6,0.627,1.1,3.8,4.9,0.8,0.4,0.7,1,2.3,7.7
523,Daniel Theis,C,29,HOU,26,21,22.5,3.2,6.9,0.469,0.9,3,0.291,2.3,3.8,0.61,0.534,1,1.5,0.675,1.2,3.8,5,0.8,0.4,0.7,1.2,2.4,8.4
523,Daniel Theis,C,29,BOS,6,0,13.3,1.7,2.5,0.667,0.3,1,0.333,1.3,1.5,0.889,0.733,0.8,1.8,0.455,0.3,4,4.3,1,0.3,1,0.3,2,4.5
524,Brodric Thomas,SG,25,BOS,9,0,4.9,0.6,1.4,0.385,0.1,0.8,0.143,0.4,0.7,0.667,0.423,0.2,0.4,0.5,0.2,0.4,0.7,0.7,0,0.1,0.4,0.7,1.4
525,Cam Thomas,SG,20,BRK,54,2,19.4,3.7,8.6,0.435,0.8,3,0.274,2.9,5.6,0.523,0.484,1.4,1.6,0.831,0.2,2.3,2.6,1.4,0.5,0.1,0.9,1,9.7
526,Isaiah Thomas,PG,32,TOT,6,1,21.3,3.2,9.7,0.328,1.2,5.3,0.219,2,4.3,0.462,0.388,1.3,1.8,0.727,0.3,1.8,2.2,2.2,0.3,0.3,1.2,2.2,8.8
526,Isaiah Thomas,PG,32,LAL,4,1,25.3,3,9.8,0.308,1.3,5.5,0.227,1.8,4.3,0.412,0.372,2,2.8,0.727,0.3,1.8,2,1.5,0,0.5,1.3,3,9.3
526,Isaiah Thomas,PG,32,DAL,1,0,13,3,8,0.375,0,3,0,3,5,0.6,0.375,0,0,0,0,0,0,4,0,0,0,0,6
526,Isaiah Thomas,PG,32,CHO,1,0,14,4,11,0.364,2,7,0.286,2,4,0.5,0.455,0,0,0,1,4,5,3,2,0,2,1,10
527,Matt Thomas,SG,27,CHI,37,0,12.2,1.4,3.5,0.406,0.9,2.3,0.384,0.5,1.1,0.452,0.535,0.4,0.5,0.8,0.1,1.2,1.3,0.5,0.2,0.1,0.2,0.5,4.1
528,Klay Thompson,SG,31,GSW,19,19,25.7,6,14.6,0.41,2.8,7.5,0.371,3.2,7.1,0.452,0.505,1.7,1.8,0.943,0.4,3.5,3.9,3,0.6,0.6,1.5,1.5,16.5
529,Tristan Thompson,PF,30,TOT,39,4,15.6,2.5,4.9,0.518,0,0,1,2.5,4.9,0.516,0.521,1.2,2.2,0.523,2.2,2.8,5.1,0.6,0.4,0.4,0.9,1.8,6.3
529,Tristan Thompson,PF,30,SAC,30,3,15.2,2.5,5,0.503,0,0,1,2.5,5,0.5,0.507,1.1,2,0.533,2.4,3,5.4,0.6,0.4,0.4,1,1.7,6.2
529,Tristan Thompson,PF,30,IND,4,0,16.5,3.3,6,0.542,0,0,0,3.3,6,0.542,0.542,0.8,2,0.375,1.8,2.8,4.5,0.5,0,0.5,1,1.8,7.3
529,Tristan Thompson,PF,30,CHI,5,1,17.4,2,3.2,0.625,0,0,0,2,3.2,0.625,0.625,2,3.6,0.556,1.6,2.2,3.8,0.6,0.6,0,0.8,2,6
530,JT Thor,PF,19,CHO,24,0,9.8,1,2.2,0.442,0.3,1.1,0.269,0.7,1.1,0.615,0.51,0.4,0.6,0.714,0.5,1.1,1.6,0.8,0.3,0.4,0.3,1,2.6
531,Matisse Thybulle,SG,24,PHI,48,33,26,2.3,4.6,0.493,0.7,2.4,0.284,1.6,2.2,0.72,0.567,0.4,0.5,0.72,0.5,1.8,2.4,1.2,1.8,1.1,0.6,2.3,5.6
532,Killian Tillie,C,23,MEM,34,3,13.1,1.3,3.6,0.355,0.8,2.4,0.338,0.5,1.2,0.39,0.467,0.1,0.2,0.625,0.6,1.1,1.7,0.6,0.7,0.4,0.3,1.6,3.5
533,Xavier Tillman Sr.,PF,23,MEM,41,0,12.6,1.7,3.8,0.452,0.2,0.9,0.216,1.5,2.9,0.525,0.478,0.8,1.2,0.646,1.1,1.7,2.9,1,1,0.3,0.7,1.2,4.4
534,Isaiah Todd,PF,20,WAS,10,0,4.1,0.5,1.7,0.294,0.4,1.1,0.364,0.1,0.6,0.167,0.412,0.2,0.6,0.333,0.2,0.8,1,0.3,0.2,0.2,0.1,0.1,1.6
535,Obi Toppin,PF,23,NYK,57,2,15,2.8,5.5,0.508,0.4,1.7,0.224,2.4,3.7,0.638,0.543,1.2,1.6,0.739,0.9,2.6,3.5,0.9,0.3,0.4,0.8,1.4,7.1
536,Juan Toscano-Anderson,SF,28,GSW,61,5,14.3,1.7,3.5,0.486,0.4,1.3,0.295,1.3,2.2,0.597,0.54,0.6,1.1,0.582,0.4,2.1,2.6,1.9,0.7,0.2,1,1.6,4.4
537,Karl-Anthony Towns,C,26,MIN,58,58,34,8.8,16.7,0.527,2.1,5.1,0.402,6.8,11.6,0.582,0.589,4.9,6.1,0.818,2.6,7,9.6,3.9,1,1.1,3,3.6,24.6
538,Gary Trent Jr.,SG,23,TOR,55,54,34.7,6.4,15.5,0.413,3,8,0.376,3.4,7.6,0.452,0.509,2.1,2.5,0.826,0.3,2.3,2.6,2.1,1.9,0.3,1,2.1,17.9
539,P.J. Tucker,PF,36,MIA,57,56,28.4,3.1,6.1,0.501,1.3,2.9,0.449,1.8,3.2,0.549,0.609,0.7,0.9,0.722,1.4,3.9,5.4,2.1,0.8,0.2,1,2.4,8.1
540,Rayjon Tucker,SG,24,DEN,3,0,9.7,0.3,0.7,0.5,0.3,0.7,0.5,0,0,0,0.75,1,1.3,0.75,0.3,1,1.3,1.3,0.3,0,0,1,2
541,Myles Turner,C,25,IND,42,42,29.4,4.8,9.4,0.509,1.5,4.4,0.333,3.3,5,0.662,0.587,1.9,2.5,0.752,1.5,5.5,7.1,1,0.7,2.8,1.3,2.8,12.9
542,Jonas Valan?i?nas,C,29,NOP,58,58,31,6.9,12.8,0.537,0.9,2.3,0.376,6,10.5,0.572,0.571,3.2,3.9,0.814,3.1,8.5,11.6,2.5,0.5,0.9,2.5,3.4,17.8
543,Denzel Valentine,SG,28,TOT,24,0,9.3,1,2.8,0.379,0.8,2,0.404,0.3,0.8,0.316,0.523,0,0,0,0.4,1.4,1.8,0.5,0.3,0,0.5,0.8,2.9
543,Denzel Valentine,SG,28,CLE,22,0,9.3,1,2.8,0.371,0.8,2,0.409,0.2,0.8,0.278,0.516,0,0,0,0.4,1.3,1.7,0.5,0.3,0,0.5,0.8,2.9
543,Denzel Valentine,SG,28,UTA,2,0,9,1,2,0.5,0.5,1.5,0.333,0.5,0.5,1,0.625,0,0,0,0,2,2,0,0.5,0,1,1.5,2.5
544,Jarred Vanderbilt,PF,22,MIN,60,53,26,3,5,0.592,0,0.2,0.167,2.9,4.8,0.61,0.595,1.1,1.8,0.642,3,5.8,8.8,1.4,1.4,0.7,1,2.5,7.1
545,Fred VanVleet,PG,27,TOR,52,52,38.2,7.2,17.3,0.415,4,10,0.398,3.2,7.3,0.438,0.531,3,3.4,0.876,0.8,3.8,4.5,6.9,1.6,0.5,2.7,2.4,21.4
546,Devin Vassell,SF,21,SAS,56,17,26.3,4.5,10.5,0.433,1.8,5.2,0.346,2.8,5.3,0.517,0.518,0.9,1.1,0.813,0.6,3.7,4.3,1.8,0.9,0.7,0.8,2.1,11.8
547,Gabe Vincent,PG,25,MIA,56,23,24.6,3.5,8,0.431,1.9,5.1,0.38,1.5,3,0.518,0.551,0.8,0.9,0.808,0.4,1.6,2,3.4,1,0.2,1.5,2.5,9.6
548,Nikola Vu?evi?,C,31,CHI,57,57,33.8,7.6,16.1,0.473,1.5,4.7,0.307,6.2,11.4,0.543,0.519,1.2,1.6,0.755,2,9.6,11.5,3.5,1,1.1,1.9,2.5,17.9
549,Dean Wade,PF,25,CLE,48,25,18.8,1.9,4.1,0.452,1,2.8,0.361,0.9,1.4,0.636,0.573,0.4,0.6,0.655,0.6,2.3,3,1,0.5,0.1,0.3,1.7,5.1
550,Franz Wagner,SF,20,ORL,65,65,31.8,6,12.7,0.469,1.3,3.6,0.372,4.6,9.1,0.507,0.521,2.4,2.8,0.852,1,3.6,4.7,3,0.9,0.5,1.6,2.2,15.6
551,Moritz Wagner,C,24,ORL,46,0,12.8,2.7,5.4,0.5,0.9,2.8,0.328,1.8,2.7,0.68,0.584,1.5,1.8,0.798,0.5,2.2,2.6,1.1,0.3,0.2,0.7,1.9,7.8
552,Ish Wainright,PF,27,PHO,33,0,7.2,0.7,1.9,0.371,0.3,1.1,0.314,0.4,0.8,0.444,0.46,0.1,0.2,0.429,0.6,0.6,1.2,0.3,0.3,0.2,0.3,1.1,1.8
553,Kemba Walker,PG,31,NYK,37,37,25.6,4,10,0.403,2,5.4,0.367,2.1,4.6,0.444,0.501,1.6,1.9,0.845,0.4,2.6,3,3.5,0.7,0.2,1.3,1,11.6
554,Lonnie Walker IV,SG,23,SAS,59,6,23.1,4.5,11,0.41,1.5,4.9,0.309,3,6.1,0.49,0.478,1.5,1.9,0.786,0.3,2.3,2.5,2.2,0.6,0.3,1.1,1.5,12
555,M.J. Walker,SG,23,PHO,2,0,4,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1,0,0,0.5,0
556,Derrick Walton,PG,26,DET,3,3,36,2,8.7,0.231,1,4.3,0.231,1,4.3,0.231,0.288,1.3,1.3,1,0.7,2.7,3.3,7,2.3,1.3,3.7,2.7,6.3
557,Brad Wanamaker,PG,32,TOT,23,2,13.9,1.2,3.3,0.364,0.2,0.7,0.235,1,2.6,0.4,0.39,1,1.1,0.92,0.3,1.4,1.7,2.4,0.3,0.3,1,2,3.6
557,Brad Wanamaker,PG,32,IND,22,1,13.3,1.2,3.3,0.361,0.2,0.8,0.235,1,2.5,0.4,0.389,0.9,1,0.909,0.3,1.3,1.6,2.2,0.2,0.3,1,1.9,3.5
557,Brad Wanamaker,PG,32,WAS,1,1,27,2,5,0.4,0,0,0,2,5,0.4,0.4,3,3,1,0,4,4,7,2,0,0,3,7
558,Duane Washington Jr.,PG,21,IND,34,7,19.5,3.1,8.5,0.372,1.5,4.3,0.356,1.6,4.2,0.387,0.462,0.8,1,0.765,0.1,1.6,1.7,1.8,0.5,0.1,1.1,1.4,8.6
559,P.J. Washington,PF,23,CHO,48,11,26,3.6,8,0.455,1.8,4.9,0.373,1.8,3.2,0.579,0.568,1,1.4,0.723,1.3,4.2,5.5,2,0.8,0.9,1.3,2.5,10.1
560,Yuta Watanabe,SF,27,TOR,30,4,13.4,1.6,4,0.412,0.8,2.2,0.373,0.8,1.7,0.462,0.517,0.7,1.2,0.571,0.6,2.1,2.7,0.6,0.3,0.5,0.6,1.2,4.8
561,Lindy Waters III,SG,24,OKC,9,0,12.7,1.3,3.3,0.4,1,3,0.333,0.3,0.3,1,0.55,0,0,0,0,1.7,1.7,0.1,0.1,0.4,0.2,1.2,3.7
562,Tremont Waters,PG,24,TOT,3,0,16.7,1.3,4.7,0.286,0.7,3,0.222,0.7,1.7,0.4,0.357,0,0,0,0,1.3,1.3,2.3,1.7,0,1.3,1.3,3.3
562,Tremont Waters,PG,24,TOR,2,0,21,1.5,6,0.25,1,4.5,0.222,0.5,1.5,0.333,0.333,0,0,0,0,2,2,3.5,2,0,2,1,4
562,Tremont Waters,PG,24,WAS,1,0,8,1,2,0.5,0,0,0,1,2,0.5,0.5,0,0,0,0,0,0,0,1,0,0,2,2
563,Trendon Watford,SF,21,POR,37,0,14.1,2,3.6,0.548,0.1,0.4,0.2,1.9,3.2,0.592,0.559,1,1.4,0.717,0.9,2.7,3.6,1.3,0.4,0.5,0.7,2,5.1
564,Paul Watson,SF,27,OKC,9,3,17.3,1.3,3.9,0.343,0.7,2.9,0.231,0.7,1,0.667,0.429,0.1,0.2,0.5,0.3,2.7,3,0.9,0.3,0.3,0.4,1.1,3.4
565,Quinndary Weatherspoon,SG,25,GSW,5,0,6.6,1.2,2,0.6,0,0.2,0,1.2,1.8,0.667,0.6,0.4,0.4,1,0.2,1,1.2,0.4,0.2,0.2,0.6,1.4,2.8
566,Russell Westbrook,PG,33,LAL,62,62,34.4,6.9,15.9,0.434,1,3.4,0.284,6,12.5,0.475,0.465,3.3,5,0.67,1.4,6.2,7.6,7.2,1,0.3,4,3,18.1
567,Coby White,PG,21,CHI,44,15,28.1,4.9,10.8,0.451,2.4,5.9,0.403,2.5,4.9,0.509,0.561,1.5,1.8,0.844,0.3,2.8,3,3,0.5,0.2,1.1,2.3,13.6
568,Derrick White,SG,27,TOT,59,49,29.5,4.8,11.2,0.424,1.6,5.1,0.307,3.2,6.1,0.522,0.494,2.8,3.2,0.862,0.6,2.9,3.5,5.1,1,0.9,1.7,2.3,13.9
568,Derrick White,SG,27,SAS,49,48,30.3,5,11.6,0.426,1.7,5.3,0.314,3.3,6.4,0.519,0.497,2.8,3.3,0.869,0.5,3,3.5,5.6,1,0.9,1.8,2.4,14.4
568,Derrick White,SG,27,BOS,10,1,25.6,3.8,9.3,0.409,1.2,4.5,0.267,2.6,4.8,0.542,0.473,2.4,2.9,0.828,0.8,2.5,3.3,2.8,0.8,0.9,1.1,2,11.2
569,Hassan Whiteside,C,32,UTA,51,7,18.2,3.4,5.3,0.638,0,0,0,3.4,5.3,0.638,0.638,1.6,2.5,0.651,2.5,5.2,7.7,0.4,0.3,1.5,0.9,2.9,8.4
570,Joe Wieskamp,SG,22,SAS,17,0,5.6,0.8,1.7,0.448,0.5,1.2,0.4,0.3,0.5,0.556,0.586,0.2,0.4,0.429,0.2,0.3,0.5,0.3,0.2,0.1,0.1,0.4,2.2
571,Aaron Wiggins,SG,23,OKC,38,24,22.6,2.7,5.7,0.472,0.7,2.5,0.295,2,3.2,0.61,0.537,1,1.4,0.712,0.9,2.5,3.4,1.1,0.7,0.2,0.8,2,7.1
572,Andrew Wiggins,SF,26,GSW,59,59,31.7,6.6,14,0.473,2.2,5.5,0.407,4.4,8.5,0.515,0.552,2,3.1,0.636,1.1,3.2,4.3,2.2,1.1,0.7,1.5,2.1,17.4
573,Lindell Wigginton,PG,23,MIL,14,0,8.2,1.1,2.1,0.517,0.5,1,0.5,0.6,1.1,0.533,0.638,0.7,1.3,0.556,0.1,1,1.1,0.5,0.2,0.1,0.5,0.6,3.4
574,Brandon Williams,PG,22,POR,6,0,16.2,3.7,6.8,0.537,1,2.3,0.429,2.7,4.5,0.593,0.61,2.8,3.8,0.739,0.3,1.2,1.5,1.8,0.2,0,1.5,1.5,11.2
575,Grant Williams,PF,23,BOS,61,16,23.7,2.6,5.3,0.489,1.5,3.4,0.44,1.1,1.9,0.578,0.631,1,1,0.921,0.8,2.5,3.3,1.1,0.5,0.7,0.7,2.3,7.7
576,Kenrich Williams,SF,27,OKC,49,0,21.9,3,6.5,0.461,0.8,2.5,0.339,2.1,4,0.536,0.525,0.6,1.1,0.545,1.5,3,4.5,2.2,0.9,0.2,0.9,1.7,7.4
577,Lou Williams,PG,35,ATL,43,0,14.5,2.3,5.9,0.392,0.7,2,0.36,1.6,3.9,0.408,0.453,1.3,1.4,0.871,0.3,1.3,1.6,2,0.5,0.1,0.8,0.9,6.6
578,Patrick Williams,PF,20,CHI,5,5,25,2.6,4.6,0.565,0.6,1.2,0.5,2,3.4,0.588,0.63,0.8,0.8,1,0.2,2,2.2,0.6,0.6,0.4,0.4,1.8,6.6
579,Robert Williams,C,24,BOS,53,53,30.2,4.4,6.1,0.725,0,0,0,4.4,6.1,0.728,0.725,1.1,1.5,0.72,3.9,5.9,9.8,2,0.9,2.2,1.1,2.2,10
580,Ziaire Williams,SF,20,MEM,46,25,21.7,2.9,6.5,0.443,1.1,3.7,0.292,1.8,2.8,0.638,0.525,0.5,0.6,0.793,0.3,1.6,1.9,0.9,0.5,0.2,0.6,1.9,7.3
581,D.J. Wilson,PF,25,TOR,4,1,13.5,2.8,3.8,0.733,0,0.5,0,2.8,3.3,0.846,0.733,2,2.5,0.8,0.3,3.8,4,1.3,1.3,0.3,0.5,1.5,7.5
582,Dylan Windler,SF,25,CLE,38,0,9.2,0.9,2.1,0.423,0.6,1.4,0.382,0.3,0.6,0.522,0.558,0.2,0.2,0.778,0.4,1.3,1.7,0.7,0.2,0.1,0.3,1,2.5
583,Justise Winslow,SF,25,TOT,44,7,15.7,2.2,4.9,0.451,0.3,1.2,0.245,1.9,3.7,0.519,0.481,0.8,1.3,0.614,0.9,3.1,4.1,1.7,0.7,0.5,1,1.4,5.5
583,Justise Winslow,SF,25,LAC,37,1,12.9,1.7,3.8,0.447,0.1,0.8,0.172,1.6,3,0.518,0.465,0.7,1.1,0.61,0.8,2.8,3.6,1.4,0.6,0.5,1,1.2,4.2
583,Justise Winslow,SF,25,POR,7,6,30,4.9,10.6,0.459,1.1,3.4,0.333,3.7,7.1,0.52,0.514,1.4,2.3,0.625,1.6,5,6.6,3.1,1.4,0.7,1.1,2.3,12.3
584,Cassius Winston,PG,23,WAS,5,0,5.4,0.6,1.2,0.5,0.4,1,0.4,0.2,0.2,1,0.667,0.4,0.4,1,0,0,0,1,0,0,0.2,1.4,2
585,Christian Wood,C,26,HOU,60,59,31.2,6.5,13.2,0.494,1.9,4.9,0.381,4.7,8.3,0.56,0.564,3,4.9,0.608,1.8,8.4,10.1,2.2,0.8,1,1.8,2.5,17.9
586,Robert Woodard II,SF,22,SAC,12,0,3.5,0.2,1.3,0.125,0.1,0.3,0.25,0.1,1,0.083,0.156,0.2,0.2,1,0.4,0.5,0.9,0.3,0.1,0.1,0.1,0.3,0.6
587,Delon Wright,SG,29,ATL,58,5,18.1,1.6,3.5,0.444,0.5,1.4,0.373,1,2.1,0.492,0.52,0.7,0.8,0.837,0.7,2.2,2.8,2.4,1,0.2,0.6,0.7,4.4
588,McKinley Wright IV,PG,23,MIN,3,0,3,0.7,1,0.667,0.3,0.7,0.5,0.3,0.3,1,0.833,0,0,0,0,0,0,0.3,0,0,0.3,0.3,1.7
589,Moses Wright,PF,23,LAC,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
590,Thaddeus Young,PF,33,TOT,34,1,15.1,2.8,5.2,0.539,0.2,0.5,0.375,2.6,4.8,0.556,0.556,0.4,1,0.394,1.6,2.1,3.7,2.1,0.9,0.3,1.1,1.5,6.2
590,Thaddeus Young,PF,33,SAS,26,1,14.2,2.8,4.9,0.578,0,0.2,0,2.8,4.7,0.602,0.578,0.4,0.8,0.455,1.5,2,3.6,2.3,0.9,0.3,1.2,1.5,6.1
590,Thaddeus Young,PF,33,TOR,8,0,18,2.8,6.3,0.44,0.8,1.4,0.545,2,4.9,0.41,0.5,0.4,1.4,0.273,1.8,2.4,4.1,1.5,0.8,0.4,1.1,1.8,6.6
591,Trae Young,PG,23,ATL,58,58,34.6,9.4,20.5,0.457,2.9,7.7,0.382,6.4,12.8,0.502,0.529,6.3,7,0.897,0.6,3.2,3.8,9.3,0.9,0.1,4,1.6,28
592,Omer Yurtseven,C,23,MIA,46,11,13.4,2.5,4.7,0.539,0,0.2,0.143,2.5,4.6,0.552,0.541,0.8,1.2,0.636,1.6,4,5.6,1,0.3,0.4,0.8,1.7,5.9
593,Cody Zeller,C,29,POR,27,0,13.1,1.9,3.3,0.567,0,0.1,0,1.9,3.2,0.593,0.567,1.4,1.8,0.776,1.9,2.8,4.6,0.8,0.3,0.2,0.7,2.1,5.2
594,Ivica Zubac,C,24,LAC,60,60,24.2,3.9,6,0.65,0,0,0,3.9,6,0.65,0.65,2.3,3.1,0.718,2.7,5.5,8.2,1.4,0.5,1,1.5,2.6,10
